timestamp,server,latency_ms,download_mbps,upload_mbps
2026-05-18T23:56:16.932872,8.8.8.8,0.46,75.87,53.4
2026-05-18T23:56:16.932872,1.1.1.1,0.2,75.87,53.4
2026-05-18T23:56:16.932872,208.67.222.222,0.22,75.87,53.4
2026-05-18T23:59:54.354412,8.8.8.8,0.65,76.34,34.02
2026-05-18T23:59:54.354412,1.1.1.1,0.2,76.34,34.02
2026-05-18T23:59:54.354412,208.67.222.222,0.14,76.34,34.02
